鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
南屯區,房地(土地+建物)+車位,臺中市南屯區五權西路二段1~30號,14.01,住,Missing,Missing,1090204,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970409,156.97,3,2,2,有,有,14790000,96908,坡道平面,19.83,1500000,含增建或未登記建物。,RPSNMLSLLHPFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路61~90號,11.24,住,Missing,Missing,1090223,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960907,108.64,2,1,1,有,有,8180000,75295,坡道平面,20.98,0,Missing,RPTRMLRLLHPFFCB98CA
西屯區,房地(土地+建物)+車位,臺中市西屯區上明三街1~30號,23.36,住,Missing,Missing,1090224,土地1建物1車位1,十三層，十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850119,174.99,4,3,2,有,有,9500000,54289,坡道機械,0.0,0,Missing,RPROMLRLLHPFFCB48CA
北屯區,房地(土地+建物)+車位,臺中市北屯區松竹五路二段151~180號,18.67,住,Missing,Missing,1090208,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020927,166.86,3,2,2,有,有,9800000,58732,坡道平面,23.42,0,Missing,RPQPMLKLMHPFFBB77CA
北屯區,房地(土地+建物)+車位,臺中市北屯區松竹北二街31~60號,21.08,住,Missing,Missing,1090208,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010403,187.91000000000003,4,2,2,有,有,13860000,76672,坡道平面,25.4,1400000,含增建或未登記建物。,RPSTMLKKMHPFFBB28CA
北屯區,房地(土地+建物)+車位,臺中市北屯區松竹五路二段151~180號,17.81,住,Missing,Missing,1090218,土地2建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020208,149.82,3,2,2,有,有,8800000,58737,坡道平面,24.68,0,Missing,RPQOMLQKMHPFFBB18CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路31~60號,12.87,住,Missing,Missing,1090216,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960108,115.03999999999999,2,2,1,有,有,8100000,70410,坡道平面,23.61,0,Missing,RPXPMLPKMHPFFCB98CA
西屯區,房地(土地+建物)+車位,臺中市西屯區漢翔路31~60號,30.05,住,Missing,Missing,1090217,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011003,243.22,3,2,2,有,有,16000000,65784,坡道平面,64.55,0,Missing,RPXPMLOKMHPFFCB88CA
西屯區,房地(土地+建物)+車位,臺中市西屯區至善路31~60號,7.72,其他,Missing,Missing,1090109,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870603,114.75999999999999,3,2,2,有,有,7300000,63611,坡道平面,23.26,0,Missing,RPTPMLQJMHPFFCB58CA
西屯區,房地(土地+建物)+車位,臺中市西屯區河南路二段31~60號,14.57,住,Missing,Missing,1090219,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830406,135.69,2,2,2,有,有,7580000,55863,坡道平面,0.0,0,含增建或未登記建物。;,RPVPMLQJMHPFFCB78CA
西屯區,房地(土地+建物),臺中市西屯區寧夏西四街1~30號,10.14,商,Missing,Missing,1090216,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851210,126.58000000000001,3,2,2,有,有,6600000,52141,Missing,0.0,0,Missing,RPVRMLKKMHPFFCB48CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路61~90號,11.24,住,Missing,Missing,1090219,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960907,108.64,2,2,1,有,有,7250000,66734,坡道平面,20.99,0,Missing,RPTRMLLLMHPFFCB48CA
潭子區,房地(土地+建物)+車位,臺中市潭子區頭張路一段117巷17弄1~30號,9.54,商,Missing,Missing,1090119,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820511,90.94999999999999,2,1,1,有,有,4920000,54096,坡道機械,0.0,0,Missing,RPTNMLSJMHPFFHB09CA
潭子區,房地(土地+建物),臺中市潭子區榮興街61~90號,9.07,住,Missing,Missing,1090225,土地1建物1車位0,十二層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830824,106.82000000000001,3,2,2,有,有,5000000,46808,Missing,0.0,0,Missing,RPTNMLLMLHPFFHB58CA
北屯區,房地(土地+建物)+車位,臺中市北屯區和福路121~150號,18.3,住,Missing,Missing,1090227,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031027,178.79,3,2,2,有,有,14000000,78304,升降機械,8.99,0,Missing,RPUNMLKMLHPFFBB08DA
西屯區,房地(土地+建物)+車位,臺中市西屯區逢明街29巷1~30號,15.03,住,Missing,Missing,1090225,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830629,98.67,3,2,2,有,有,6250000,63342,坡道機械,0.0,700000,Missing,RPRQMLQJMHPFFCB48CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福強街91~120號,23.24,住,Missing,Missing,1090223,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840107,173.97,4,2,2,有,有,7900000,45410,坡道平面,0.0,0,含增建或未登記建物。;,RPPOMLRJMHPFFCB18CA
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,5.84,住,Missing,Missing,1090217,土地1建物1車位0,二十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,62.95,1,1,1,有,有,5600000,88959,Missing,0.0,0,Missing,RPRPMLRKMHPFFBB48CA
北區,房地(土地+建物),臺中市北區太原路二段181~210號,7.9,商,Missing,Missing,1090316,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0930903,78.02,2,2,1,有,有,5580000,71520,Missing,0.0,0,Missing,RPWQMLRJMHPFFBB98CA
北屯區,房地(土地+建物),臺中市北屯區太原路三段541~570號,8.0,住,Missing,Missing,1090220,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840409,79.33,3,1,1,有,有,4120000,51935,Missing,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQRMLSJMHPFFBB58CA
北屯區,房地(土地+建物)+車位,臺中市北屯區青島路三段121~150號,47.38,住,Missing,Missing,1090307,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960309,345.1,5,2,3,有,有,23200000,67227,坡道平面,60.7,0,含增建或未登記建物。;,RPUPMLNKMHPFFBB38CA
北屯區,房地(土地+建物),臺中市北屯區文心路四段871~900號,5.07,商,Missing,Missing,1090303,土地1建物1車位0,二十層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850705,84.83,2,1,1,有,有,4900000,57763,Missing,0.0,0,Missing,RPSQMLKMLHPFFBB08CA
北屯區,房地(土地+建物)+車位,臺中市北屯區建和路一段391~420號,17.69,住,Missing,Missing,1090303,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021011,119.35,2,1,1,有,有,5900000,49434,坡道機械,15.64,0,Missing,RPXQMLKMLHPFFBB58CA
北屯區,房地(土地+建物)+車位,臺中市北屯區文心路四段511~540號,22.21,商,Missing,Missing,1090217,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021028,262.81,3,2,3,有,有,21390000,81390,坡道平面,63.82,0,Missing,RPTRMLLMLHPFFBB38CA
東區,房地(土地+建物)+車位,臺中市東區大智路331~360號,11.06,住,Missing,Missing,1090306,土地1建物3車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831213,123.96,3,1,1,有,有,5500000,44369,坡道機械,0.0,0,Missing,RPPNMLTLLHPFFAB18CA
南區,房地(土地+建物)+車位,臺中市南區忠明南路730巷1~30號,24.45,住,Missing,Missing,1090221,土地1建物1車位1,十三層，十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811120,189.61,4,3,2,有,有,8800000,46409,坡道機械,0.0,0,Missing,RPTNMLRJMHPFFAB28CA
西區,房地(土地+建物)+車位,臺中市西區華美西街一段151~180號,30.22,住,Missing,Missing,1090229,土地2建物1車位2,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860723,293.56,5,2,2,有,有,17880000,60907,坡道平面,0.0,3000000,含增建或未登記建物。,RPTOMLSJMHPFFAB48CA
南屯區,房地(土地+建物)+車位,臺中市南屯區河南路四段350巷1~30號,11.72,住,Missing,Missing,1090227,土地1建物1車位1,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831122,133.23000000000002,3,2,2,有,有,8300000,62298,坡道機械,0.0,0,04.含增建或未登記建物。,RPTNMLLJMHPFFCB87CA
西屯區,房地(土地+建物),臺中市西屯區福瑞街121~150號,13.62,住,Missing,Missing,1090226,土地2建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831021,113.41,3,2,2,有,有,5510000,48585,Missing,0.0,0,Missing,RPSNMLPJMHPFFCB18CA
西屯區,房地(土地+建物)+車位,臺中市西屯區至善路101巷1~30號,13.01,住,Missing,Missing,1090215,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880506,126.78,3,2,2,有,有,8180000,64521,坡道平面,27.23,0,Missing,RPUQMLLJMHPFFCB28CA
北區,房地(土地+建物),臺中市北區東光東街61~90號,8.01,住,Missing,Missing,1090308,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831214,64.03,2,1,1,有,有,2960000,46228,Missing,0.0,0,Missing,RPSPMLKLMHPFFBB97CA
北區,房地(土地+建物),臺中市北區忠太東路91~120號,8.77,住,Missing,Missing,1090223,土地1建物1車位0,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840607,103.00999999999999,2,1,2,有,有,5200000,50481,Missing,0.0,0,Missing,RPTPMLKLMHPFFBB08CA
西屯區,房地(土地+建物)+車位,臺中市西屯區上安路11巷31~60號,14.24,住,Missing,Missing,1090308,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870108,135.01,3,1,2,有,有,9460000,70069,坡道機械,7.46,0,含增建或未登記建物。;,RPQPMLRJMHPFFCB38CA
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段361~390號,59.9,其他,Missing,Missing,1081114,土地1建物1車位7,三十二層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000121,1097.04,5,2,4,有,有,82990000,75633,坡道平面,108.19,8200000,Missing,RPQOMLQJMHPFFCB18CA
西屯區,房地(土地+建物)+車位,臺中市西屯區美滿東3巷61~90號,43.89,住,Missing,Missing,1090310,土地1建物1車位2,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021030,276.62,3,2,2,有,有,25800000,108893,坡道平面,67.24,3000000,含增建或未登記建物。,RPWPMLSJMHPFFCB09CA
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩六街211~240號,11.97,住,Missing,Missing,1090228,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811113,76.17,1,2,1,有,有,4750000,62361,坡道機械,0.0,800000,含增建或未登記建物。,RPRRMLSJMHPFFCB78CA
西屯區,房地(土地+建物),臺中市西屯區大隆路121~150號,11.95,住,Missing,Missing,1090113,土地2建物2車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821005,122.69,3,1,2,有,無,2200000,17931,Missing,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPPMLLLMHPFFCB87CA
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路三段宏福三巷1~30號,24.8,住,Missing,Missing,1090306,土地1建物2車位2,五層，六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820512,311.51,5,1,3,有,有,18000000,57783,坡道機械,0.0,0,Missing,RPROMLKLMHPFFCB87CA
南屯區,房地(土地+建物),臺中市南屯區河南路四段350巷1~30號,11.67,住,Missing,Missing,1090223,土地1建物1車位0,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831122,132.37,3,2,2,有,有,8300000,62703,Missing,0.0,0,含增建或未登記建物。;,RPUOMLKLMHPFFCB18CA
清水區,房地(土地+建物)+車位,臺中市清水區建國路91~120號,50.5,住,Missing,Missing,1090308,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940927,112.26,3,2,2,有,有,5600000,49884,坡道平面,0.0,0,Missing,RPQOMLMLMHPFFFB28CA
豐原區,房地(土地+建物)+車位,臺中市豐原區中山路601~630號,19.93,住,Missing,Missing,1090228,土地2建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020730,123.86000000000001,3,2,2,有,有,7600000,61360,坡道機械,17.14,0,Missing,RPQNMLQKMHPFFDB28CA
北區,房地(土地+建物),臺中市北區忠太東路91~120號,5.99,住,Missing,Missing,1090313,土地1建物1車位0,十層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840607,70.2,2,1,1,有,有,3600000,51282,Missing,0.0,0,Missing,RPXNMLQJMHPFFBB78DA
南屯區,房地(土地+建物)+車位,臺中市南屯區三厝里15鄰向上路二段451~480號,16.65,住,Missing,Missing,1090305,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830912,154.82999999999998,4,1,2,有,有,2200000,14209,坡道平面,0.0,0,二親間等買賣.,RPVPMLSJMHPFFCB09DA
南屯區,房地(土地+建物)+車位,臺中市南屯區義芳街1~30號,22.93,住,Missing,Missing,1090307,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030520,194.17000000000002,3,2,2,有,有,11900000,61287,坡道平面,62.84,0,Missing,RPRQMLKLMHPFFCB08CA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上路一段661~690號,24.2,住,Missing,Missing,1090307,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870414,224.45999999999998,4,2,2,有,有,14500000,64599,坡道平面,0.0,0,Missing,RPPOMLTJMHPFFCB38CA
西屯區,房地(土地+建物)+車位,臺中市西屯區市政路511~540號,22.35,商,Missing,Missing,1090320,土地1建物1車位2,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030124,375.86,0,0,0,無,有,39660000,110784,坡道平面,35.92,2000000,Missing,RPUOMLSJMHPFFCB78CA
西屯區,房地(土地+建物),臺中市西屯區國安一路61~90號,15.53,住,Missing,Missing,1090301,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960907,138.72,3,2,2,有,有,10620000,76557,Missing,0.0,0,Missing,RPOOMLQJMHPFFCB97CA
南屯區,房地(土地+建物)+車位,臺中市南屯區五權西路二段692巷1~30號,14.28,商,Missing,Missing,1081230,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840328,144.46,3,2,2,有,有,8500000,58840,坡道機械,0.0,0,Missing,RPVNMLLJMHPFFCB08CA
西屯區,房地(土地+建物),臺中市西屯區文心路二段541~570號,5.93,住,Missing,Missing,1090304,土地1建物1車位0,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941110,87.71000000000001,2,1,1,有,有,6500000,74108,Missing,0.0,0,04.含增建或未登記建物。,RPWNMLLJMHPFFCB18CA
北屯區,房地(土地+建物)+車位,臺中市北屯區中清路二段781~810號,11.2,住,Missing,Missing,1090227,土地3建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820924,144.01,3,2,2,有,有,7800000,54163,坡道機械,0.0,0,Missing,RPOOMLRJMHPFFBB97CA
北屯區,房地(土地+建物)+車位,臺中市北屯區柳陽東街61~90號,18.16,住,Missing,Missing,1090228,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830419,142.62,3,2,2,有,有,6500000,45576,坡道機械,0.0,0,Missing,RPQNMLMJMHPFFBB57CA
東區,房地(土地+建物)+車位,臺中市東區東英十一街91~120號,12.47,住,Missing,Missing,1090221,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830714,99.91,3,2,2,有,有,5400000,54049,坡道機械,0.0,0,Missing,RPVNMLKLMHPFFAB97CA
南區,房地(土地+建物),臺中市南區公理街31~60號,11.31,住,Missing,Missing,1090302,土地3建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860428,126.13,3,1,2,有,有,5400000,42813,Missing,0.0,0,Missing,RPVNMLNKMHPFFAB18CA
鼓山區,房地(土地+建物),高雄市鼓山區文忠路91~120號,7.17,商,Missing,Missing,1090219,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940520,68.63,2,2,1,有,有,4550000,66298,Missing,0.0,0,Missing,RPQNMLMJMHPFFAE77CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路331~360號,13.9,商,Missing,Missing,1090213,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950203,150.36,4,2,2,有,有,11100000,73823,坡道平面,0.0,0,Missing,RPRNMLPKMHPFFAE28CA
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水二路1~30號,31.54,住,Missing,Missing,1090217,土地1建物1車位2,四層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030225,393.63,4,2,3,有,有,22380000,58702,坡道平面,60.08,2800000,Missing,RPQNMLSKMHPFFAE48CA
